,Team,Opponent,Year,Goals,OppGoals,Rating,OppRating,HF,HomeAway
4951,Swansea City,Manchester United,2015,1,2,1750.4953964149067,1898.125059798823,40.01055211509692,-1
4952,Watford,Manchester City,2015,1,2,1741.548397496785,1950.6880286865264,40.01055211509692,1
4953,Manchester City,Watford,2015,2,1,1950.6880286865264,1741.548397496785,40.01055211509692,-1
4954,Norwich City,Southampton,2015,1,0,1722.2329623786623,1782.3898319820812,40.01055211509692,1
4955,Southampton,Norwich City,2015,0,1,1782.3898319820812,1722.2329623786623,40.01055211509692,-1
4956,Everton,Tottenham Hotspur,2015,1,1,1814.8357471894794,1889.3978335307518,40.01055211509692,1
4957,Tottenham Hotspur,Everton,2015,1,1,1889.3978335307518,1814.8357471894794,40.01055211509692,-1
4958,Crystal Palace,Chelsea,2015,0,3,1768.0521882876212,1903.7691027789313,40.01055211509692,1
4959,Chelsea,Crystal Palace,2015,3,0,1903.7691027789313,1768.0521882876212,40.01055211509692,-1
4960,Newcastle United,Manchester United,2015,3,3,1699.3242453909438,1901.6223612008378,40.34504866494979,1
4961,Manchester United,Newcastle United,2015,3,3,1901.6223612008378,1699.3242453909438,40.34504866494979,-1
4962,Aston Villa,Crystal Palace,2015,1,0,1650.4993483477974,1763.0072551700907,40.34504866494979,1
4963,Crystal Palace,Aston Villa,2015,0,1,1763.0072551700907,1650.4993483477974,40.34504866494979,-1
4964,AFC Bournemouth,West Ham United,2015,1,3,1712.6480720503425,1772.0146680290313,40.34504866494979,1
4965,West Ham United,AFC Bournemouth,2015,3,1,1772.0146680290313,1712.6480720503425,40.34504866494979,-1
4966,Liverpool,Arsenal,2015,3,3,1865.2978110150316,1946.9069488949801,40.34504866494979,1
4967,Arsenal,Liverpool,2015,3,3,1946.9069488949801,1865.2978110150316,40.34504866494979,-1
4968,Stoke City,Norwich City,2015,3,1,1794.7916399460144,1729.5311434031944,40.34504866494979,1
4969,Norwich City,Stoke City,2015,1,3,1729.5311434031944,1794.7916399460144,40.34504866494979,-1
4970,Southampton,Watford,2015,2,0,1775.091650957549,1737.7656637121431,40.34504866494979,1
4971,Watford,Southampton,2015,0,2,1737.7656637121431,1775.091650957549,40.34504866494979,-1
4972,Manchester City,Everton,2015,0,0,1954.4707624711682,1815.5195424604294,40.34504866494979,1
4973,Everton,Manchester City,2015,0,0,1815.5195424604294,1954.4707624711682,40.34504866494979,-1
4974,Chelsea,West Bromwich Albion,2015,2,2,1908.8140358964617,1749.000811984563,40.34504866494979,1
4975,West Bromwich Albion,Chelsea,2015,2,2,1749.000811984563,1908.8140358964617,40.34504866494979,-1
4976,Swansea City,Sunderland,2015,2,4,1746.998095012892,1688.843369218,40.34504866494979,1
4977,Sunderland,Swansea City,2015,4,2,1688.843369218,1746.998095012892,40.34504866494979,-1
4978,Tottenham Hotspur,Leicester City,2015,0,1,1888.7140382598018,1804.0145199740762,40.34504866494979,1
4979,Leicester City,Tottenham Hotspur,2015,1,0,1804.0145199740762,1888.7140382598018,40.34504866494979,-1
4980,AFC Bournemouth,Norwich City,2015,3,0,1706.1267752487388,1724.6671406528558,40.09810154409684,1
4981,Norwich City,AFC Bournemouth,2015,0,3,1724.6671406528558,1706.1267752487388,40.09810154409684,-1
4982,Chelsea,Everton,2015,3,3,1905.2279576149547,1818.793969406131,40.09810154409684,1
4983,Everton,Chelsea,2015,3,3,1818.793969406131,1905.2279576149547,40.09810154409684,-1
4984,Manchester City,Crystal Palace,2015,4,0,1951.1963355254666,1754.6960518310725,40.09810154409684,1
4985,Crystal Palace,Manchester City,2015,0,4,1754.6960518310725,1951.1963355254666,40.09810154409684,-1
4986,Newcastle United,West Ham United,2015,2,1,1702.325649828992,1778.535964830635,40.09810154409684,1
4987,West Ham United,Newcastle United,2015,1,2,1778.535964830635,1702.325649828992,40.09810154409684,-1
4988,Southampton,West Bromwich Albion,2015,3,0,1780.4732273608165,1752.58689026607,40.09810154409684,1
4989,West Bromwich Albion,Southampton,2015,0,3,1752.58689026607,1780.4732273608165,40.09810154409684,-1
4990,Aston Villa,Leicester City,2015,1,1,1658.8105516868156,1813.2940599571555,40.09810154409684,1
4991,Leicester City,Aston Villa,2015,1,1,1813.2940599571555,1658.8105516868156,40.09810154409684,-1
4992,Tottenham Hotspur,Sunderland,2015,4,1,1879.4344982767225,1697.6470002504236,40.09810154409684,1
4993,Sunderland,Tottenham Hotspur,2015,1,4,1697.6470002504236,1879.4344982767225,40.09810154409684,-1
4994,Stoke City,Arsenal,2015,0,0,1799.655642696353,1946.0914486513234,40.09810154409684,1
4995,Arsenal,Stoke City,2015,0,0,1946.0914486513234,1799.655642696353,40.09810154409684,-1
4996,Liverpool,Manchester United,2015,0,1,1866.1133112586883,1898.6209567627895,40.09810154409684,1
4997,Manchester United,Liverpool,2015,1,0,1898.6209567627895,1866.1133112586883,40.09810154409684,-1
4998,Swansea City,Watford,2015,1,0,1738.1944639804683,1732.3840873088757,40.09810154409684,1
4999,Watford,Swansea City,2015,0,1,1732.3840873088757,1738.1944639804683,40.09810154409684,-1
5000,West Ham United,Manchester City,2015,2,2,1770.9228916369973,1954.009868485169,40.28348377057791,1
5001,Manchester City,West Ham United,2015,2,2,1954.009868485169,1770.9228916369973,40.28348377057791,-1
5002,West Bromwich Albion,Aston Villa,2015,0,0,1747.0211986167476,1661.0031129277743,40.28348377057791,1
5003,Aston Villa,West Bromwich Albion,2015,0,0,1661.0031129277743,1747.0211986167476,40.28348377057791,-1
5004,Watford,Newcastle United,2015,2,1,1726.3917603060859,1709.9387230226298,40.28348377057791,1
5005,Newcastle United,Watford,2015,1,2,1709.9387230226298,1726.3917603060859,40.28348377057791,-1
5006,Sunderland,AFC Bournemouth,2015,1,1,1694.6390108935275,1712.597885589639,40.28348377057791,1
5007,AFC Bournemouth,Sunderland,2015,1,1,1712.597885589639,1694.6390108935275,40.28348377057791,-1
5008,Manchester United,Southampton,2015,0,1,1905.6702550105947,1786.038919010139,40.28348377057791,1
5009,Southampton,Manchester United,2015,1,0,1786.038919010139,1905.6702550105947,40.28348377057791,-1
5010,Leicester City,Stoke City,2015,3,0,1811.1014987161968,1801.7035124754698,40.28348377057791,1
5011,Stoke City,Leicester City,2015,0,3,1801.7035124754698,1811.1014987161968,40.28348377057791,-1
5012,Crystal Palace,Tottenham Hotspur,2015,1,3,1751.8825188713702,1882.4424876336186,40.28348377057791,1
5013,Tottenham Hotspur,Crystal Palace,2015,3,1,1882.4424876336186,1751.8825188713702,40.28348377057791,-1
5014,Norwich City,Liverpool,2015,4,5,1718.1960303119556,1859.0640130108832,40.28348377057791,1
5015,Liverpool,Norwich City,2015,5,4,1859.0640130108832,1718.1960303119556,40.28348377057791,-1
5016,Everton,Swansea City,2015,1,2,1821.2008808424787,1744.186790983258,40.28348377057791,1
5017,Swansea City,Everton,2015,2,1,1744.186790983258,1821.2008808424787,40.28348377057791,-1
5018,Arsenal,Chelsea,2015,0,1,1944.0435788722066,1902.821046178607,40.28348377057791,1
5019,Chelsea,Arsenal,2015,1,0,1902.821046178607,1944.0435788722066,40.28348377057791,-1
5020,Arsenal,Southampton,2015,0,0,1935.5556539282652,1795.9060373152938,38.712957871375096,1
5021,Southampton,Arsenal,2015,0,0,1795.9060373152938,1935.5556539282652,38.712957871375096,-1
5022,Norwich City,Tottenham Hotspur,2015,0,3,1713.240619473356,1887.5878645474816,38.712957871375096,1
5023,Tottenham Hotspur,Norwich City,2015,3,0,1887.5878645474816,1713.240619473356,38.712957871375096,-1
5024,Manchester United,Stoke City,2015,3,0,1895.8031367054398,1795.7847005015162,38.712957871375096,1
5025,Stoke City,Manchester United,2015,0,3,1795.7847005015162,1895.8031367054398,38.712957871375096,-1
5026,West Ham United,Aston Villa,2015,2,0,1773.6087933226017,1663.406003449153,38.712957871375096,1
5027,Aston Villa,West Ham United,2015,0,2,1663.406003449153,1773.6087933226017,38.712957871375096,-1
5028,Crystal Palace,AFC Bournemouth,2015,1,2,1746.7371419575072,1713.0405492710986,38.712957871375096,1
5029,AFC Bournemouth,Crystal Palace,2015,2,1,1713.0405492710986,1746.7371419575072,38.712957871375096,-1
5030,West Bromwich Albion,Swansea City,2015,1,1,1744.6183080953688,1753.3298030431931,38.712957871375096,1
5031,Swansea City,West Bromwich Albion,2015,1,1,1753.3298030431931,1744.6183080953688,38.712957871375096,-1
5032,Sunderland,Manchester City,2015,0,1,1694.1963472120678,1951.3239667995645,38.712957871375096,1
5033,Manchester City,Sunderland,2015,1,0,1951.3239667995645,1694.1963472120678,38.712957871375096,-1
5034,Leicester City,Liverpool,2015,2,0,1817.0203106901504,1864.0194238494828,38.712957871375096,1
5035,Liverpool,Leicester City,2015,0,2,1864.0194238494828,1817.0203106901504,38.712957871375096,-1
5036,Watford,Chelsea,2015,0,0,1732.173727907297,1911.3089711225484,38.712957871375096,1
5037,Chelsea,Watford,2015,0,0,1911.3089711225484,1732.173727907297,38.712957871375096,-1
5038,Everton,Newcastle United,2015,3,0,1812.0578687825437,1704.1567554214187,38.712957871375096,1
5039,Newcastle United,Everton,2015,0,3,1704.1567554214187,1812.0578687825437,38.712957871375096,-1
5040,Liverpool,Sunderland,2015,2,2,1856.9563191575357,1691.141095326292,37.730389237638306,1
5041,Sunderland,Liverpool,2015,2,2,1691.141095326292,1856.9563191575357,37.730389237638306,-1
5042,Aston Villa,Norwich City,2015,2,0,1659.29555314911,1708.9061806978964,37.730389237638306,1
5043,Norwich City,Aston Villa,2015,0,2,1708.9061806978964,1659.29555314911,37.730389237638306,-1
5044,Manchester City,Leicester City,2015,1,3,1954.3792186853402,1824.0834153820974,37.730389237638306,1
5045,Leicester City,Manchester City,2015,3,1,1824.0834153820974,1954.3792186853402,37.730389237638306,-1
5046,Southampton,West Ham United,2015,1,0,1799.1660834769164,1777.7192436226449,37.730389237638306,1
5047,West Ham United,Southampton,2015,0,1,1777.7192436226449,1799.1660834769164,37.730389237638306,-1
5048,Tottenham Hotspur,Watford,2015,1,0,1891.9223033229412,1734.8194092116073,37.730389237638306,1
5049,Watford,Tottenham Hotspur,2015,0,1,1734.8194092116073,1891.9223033229412,37.730389237638306,-1
5050,Stoke City,Everton,2015,0,3,1791.5030848219935,1816.206657546854,37.730389237638306,1
5051,Everton,Stoke City,2015,3,0,1816.206657546854,1791.5030848219935,37.730389237638306,-1
5052,Swansea City,Crystal Palace,2015,1,1,1753.9240295444654,1738.4212464080517,37.730389237638306,1
5053,Crystal Palace,Swansea City,2015,1,1,1738.4212464080517,1753.9240295444654,37.730389237638306,-1
5054,Newcastle United,West Bromwich Albion,2015,1,0,1700.0079666571082,1744.0240815940965,37.730389237638306,1
5055,West Bromwich Albion,Newcastle United,2015,0,1,1744.0240815940965,1700.0079666571082,37.730389237638306,-1
5056,Chelsea,Manchester United,2015,1,1,1908.6632898182381,1900.0847523849625,37.730389237638306,1
5057,Manchester United,Chelsea,2015,1,1,1900.0847523849625,1908.6632898182381,37.730389237638306,-1
5058,AFC Bournemouth,Arsenal,2015,0,2,1721.356444820554,1932.2956077666427,37.730389237638306,1
5059,Arsenal,AFC Bournemouth,2015,2,0,1932.2956077666427,1721.356444820554,37.730389237638306,-1
5060,Sunderland,Manchester United,2015,2,1,1694.7760083740216,1900.9988459168626,37.44084961159903,1
5061,Manchester United,Sunderland,2015,1,2,1900.9988459168626,1694.7760083740216,37.44084961159903,-1
5062,AFC Bournemouth,Stoke City,2015,1,3,1717.6378480983801,1784.345940513204,37.44084961159903,1
5063,Stoke City,AFC Bournemouth,2015,3,1,1784.345940513204,1717.6378480983801,37.44084961159903,-1
5064,Crystal Palace,Watford,2015,1,2,1739.47003887034,1731.4291051584669,37.44084961159903,1
5065,Watford,Crystal Palace,2015,2,1,1731.4291051584669,1739.47003887034,37.44084961159903,-1
5066,Everton,West Bromwich Albion,2015,0,1,1823.3638018556437,1737.0006794382466,37.44084961159903,1
5067,West Bromwich Albion,Everton,2015,1,0,1737.0006794382466,1823.3638018556437,37.44084961159903,-1
5068,Swansea City,Southampton,2015,0,1,1752.8752370821771,1804.9009129852984,37.44084961159903,1
5069,Southampton,Swansea City,2015,1,0,1804.9009129852984,1752.8752370821771,37.44084961159903,-1
5070,Chelsea,Newcastle United,2015,5,1,1907.749196286338,1707.0313688129581,37.44084961159903,1
5071,Newcastle United,Chelsea,2015,1,5,1707.0313688129581,1907.749196286338,37.44084961159903,-1
5072,Norwich City,West Ham United,2015,2,2,1701.7717733585184,1771.9844141142628,37.44084961159903,1
5073,West Ham United,Norwich City,2015,2,2,1771.9844141142628,1701.7717733585184,37.44084961159903,-1
5074,Arsenal,Leicester City,2015,2,1,1936.0142044888166,1834.0804407997462,37.44084961159903,1
5075,Leicester City,Arsenal,2015,1,2,1834.0804407997462,1936.0142044888166,37.44084961159903,-1
5076,Aston Villa,Liverpool,2015,0,6,1666.429960488488,1853.3214061098063,37.44084961159903,1
5077,Liverpool,Aston Villa,2015,6,0,1853.3214061098063,1666.429960488488,37.44084961159903,-1
5078,Manchester City,Tottenham Hotspur,2015,1,2,1944.3821932676915,1895.3126073760816,37.44084961159903,1
5079,Tottenham Hotspur,Manchester City,2015,2,1,1895.3126073760816,1944.3821932676915,37.44084961159903,-1
5080,West Bromwich Albion,Crystal Palace,2015,3,2,1746.2584939392816,1731.6734779021097,38.97993076213872,1
5081,Crystal Palace,West Bromwich Albion,2015,2,3,1731.6734779021097,1746.2584939392816,38.97993076213872,-1
5082,Watford,AFC Bournemouth,2015,0,0,1739.2256661266972,1711.318993906702,38.97993076213872,1
5083,AFC Bournemouth,Watford,2015,0,0,1711.318993906702,1739.2256661266972,38.97993076213872,-1
5084,Stoke City,Aston Villa,2015,2,1,1790.664794704882,1662.3283897709935,38.97993076213872,1
5085,Aston Villa,Stoke City,2015,1,2,1662.3283897709935,1790.664794704882,38.97993076213872,-1
5086,Southampton,Chelsea,2015,1,2,1811.5100974635461,1910.5426654196153,38.97993076213872,1
5087,Chelsea,Southampton,2015,2,1,1910.5426654196153,1811.5100974635461,38.97993076213872,-1
5088,West Ham United,Sunderland,2015,1,0,1771.3356273207012,1704.785001742735,38.97993076213872,1
5089,Sunderland,West Ham United,2015,0,1,1704.785001742735,1771.3356273207012,38.97993076213872,-1
5090,Leicester City,Norwich City,2015,1,0,1829.8097511334397,1702.42056015208,38.97993076213872,1
5091,Norwich City,Leicester City,2015,0,1,1702.42056015208,1829.8097511334397,38.97993076213872,-1
5092,Manchester United,Arsenal,2015,3,2,1890.9898525481492,1940.284894155123,38.97993076213872,1
5093,Arsenal,Manchester United,2015,2,3,1940.284894155123,1890.9898525481492,38.97993076213872,-1
5094,Tottenham Hotspur,Swansea City,2015,2,1,1903.8943073537214,1746.2660526039294,38.97993076213872,1
5095,Swansea City,Tottenham Hotspur,2015,1,2,1746.2660526039294,1903.8943073537214,38.97993076213872,-1
5096,Sunderland,Crystal Palace,2015,2,2,1699.9196394580827,1725.8300970841506,38.97993076213872,1
5097,Crystal Palace,Sunderland,2015,2,2,1725.8300970841506,1699.9196394580827,38.97993076213872,-1
5098,Norwich City,Chelsea,2015,1,2,1698.5940486882043,1916.26061488962,38.97993076213872,1
5099,Chelsea,Norwich City,2015,2,1,1916.26061488962,1698.5940486882043,38.97993076213872,-1
5100,Leicester City,West Bromwich Albion,2015,2,2,1833.6362625973154,1752.1018747572407,38.97993076213872,1
5101,West Bromwich Albion,Leicester City,2015,2,2,1752.1018747572407,1833.6362625973154,38.97993076213872,-1
5102,Aston Villa,Everton,2015,1,3,1658.5169378974117,1814.1059873546087,38.97993076213872,1
5103,Everton,Aston Villa,2015,3,1,1814.1059873546087,1658.5169378974117,38.97993076213872,-1
5104,AFC Bournemouth,Southampton,2015,2,0,1712.6309126218864,1805.7921479935414,38.97993076213872,1
5105,Southampton,AFC Bournemouth,2015,0,2,1805.7921479935414,1712.6309126218864,38.97993076213872,-1
5106,Manchester United,Watford,2015,1,0,1898.0932147841468,1737.9137474115128,38.97993076213872,1
5107,Watford,Manchester United,2015,0,1,1737.9137474115128,1898.0932147841468,38.97993076213872,-1
5108,Arsenal,Swansea City,2015,1,2,1933.1815319191255,1742.9018082010161,38.97993076213872,1
5109,Swansea City,Arsenal,2015,2,1,1742.9018082010161,1933.1815319191255,38.97993076213872,-1
5110,West Ham United,Tottenham Hotspur,2015,1,0,1776.2009896053535,1907.2585517566347,38.97993076213872,1
5111,Tottenham Hotspur,West Ham United,2015,0,1,1907.2585517566347,1776.2009896053535,38.97993076213872,-1
5112,Stoke City,Newcastle United,2015,1,0,1794.4762465784638,1704.2378996796808,38.97993076213872,1
5113,Newcastle United,Stoke City,2015,0,1,1704.2378996796808,1794.4762465784638,38.97993076213872,-1
5114,Liverpool,Manchester City,2015,3,0,1857.4229768273008,1935.8004932900517,38.97993076213872,1
5115,Manchester City,Liverpool,2015,0,3,1935.8004932900517,1857.4229768273008,38.97993076213872,-1
5116,Manchester City,Aston Villa,2015,4,0,1928.122951195011,1653.8505037298808,40.40433341018743,1
5117,Aston Villa,Manchester City,2015,0,4,1653.8505037298808,1928.122951195011,40.40433341018743,-1
5118,Newcastle United,AFC Bournemouth,2015,1,3,1699.79292018739,1720.5966959292928,40.40433341018743,1
5119,AFC Bournemouth,Newcastle United,2015,3,1,1720.5966959292928,1699.79292018739,40.40433341018743,-1
5120,Southampton,Sunderland,2015,1,1,1797.826364686135,1699.6602570888895,40.40433341018743,1
5121,Sunderland,Southampton,2015,1,1,1699.6602570888895,1797.826364686135,40.40433341018743,-1
5122,Swansea City,Norwich City,2015,1,0,1753.7896861391077,1694.9604824661067,40.40433341018743,1
5123,Norwich City,Swansea City,2015,0,1,1694.9604824661067,1753.7896861391077,40.40433341018743,-1
5124,Watford,Leicester City,2015,0,1,1734.5867222835068,1831.334920953594,40.40433341018743,1
5125,Leicester City,Watford,2015,1,0,1831.334920953594,1734.5867222835068,40.40433341018743,-1
5126,Everton,West Ham United,2015,2,3,1818.7724215221397,1784.8862371220248,40.40433341018743,1
5127,West Ham United,Everton,2015,3,2,1784.8862371220248,1818.7724215221397,40.40433341018743,-1
5128,Tottenham Hotspur,Arsenal,2015,2,2,1898.5733042399634,1922.293653981034,40.40433341018743,1
5129,Arsenal,Tottenham Hotspur,2015,2,2,1922.293653981034,1898.5733042399634,40.40433341018743,-1
5130,Chelsea,Stoke City,2015,1,1,1919.8941811117177,1798.9212260707545,40.40433341018743,1
5131,Stoke City,Chelsea,2015,1,1,1798.9212260707545,1919.8941811117177,40.40433341018743,-1
5132,Crystal Palace,Liverpool,2015,1,2,1726.0894794533438,1865.1005189223415,40.40433341018743,1
5133,Liverpool,Crystal Palace,2015,2,1,1865.1005189223415,1726.0894794533438,40.40433341018743,-1
5134,West Bromwich Albion,Manchester United,2015,1,0,1754.403216400962,1901.4202399121527,40.40433341018743,1
5135,Manchester United,West Bromwich Albion,2015,0,1,1901.4202399121527,1754.403216400962,40.40433341018743,-1
5136,Stoke City,Southampton,2015,1,2,1801.9133553473541,1795.212109064303,39.51357965506557,1
5137,Southampton,Stoke City,2015,2,1,1795.212109064303,1801.9133553473541,39.51357965506557,-1
5138,Norwich City,Manchester City,2015,0,0,1689.9803485997013,1930.0609904502428,39.51357965506557,1
5139,Manchester City,Norwich City,2015,0,0,1930.0609904502428,1689.9803485997013,39.51357965506557,-1
5140,AFC Bournemouth,Swansea City,2015,3,2,1727.8840758426231,1758.769820005513,39.51357965506557,1
5141,Swansea City,AFC Bournemouth,2015,2,3,1758.769820005513,1727.8840758426231,39.51357965506557,-1
5142,Aston Villa,Tottenham Hotspur,2015,0,2,1651.912464474649,1898.242284977611,39.51357965506557,1
5143,Tottenham Hotspur,Aston Villa,2015,2,0,1898.242284977611,1651.912464474649,39.51357965506557,-1
5144,Leicester City,Newcastle United,2015,1,0,1837.124482162218,1692.5055402740597,39.51357965506557,1
5145,Newcastle United,Leicester City,2015,0,1,1692.5055402740597,1837.124482162218,39.51357965506557,-1
5146,Swansea City,Aston Villa,2015,1,0,1752.0424895548497,1648.6954482933104,39.681930444619674,1
5147,Aston Villa,Swansea City,2015,0,1,1648.6954482933104,1752.0424895548497,39.681930444619674,-1
5148,Crystal Palace,Leicester City,2015,0,1,1721.0978561672737,1840.6747627134832,39.681930444619674,1
5149,Leicester City,Crystal Palace,2015,1,0,1840.6747627134832,1721.0978561672737,39.681930444619674,-1
5150,Watford,Stoke City,2015,1,2,1728.7971610748828,1794.1024897936766,39.681930444619674,1
5151,Stoke City,Watford,2015,2,1,1794.1024897936766,1728.7971610748828,39.681930444619674,-1
5152,Chelsea,West Ham United,2015,2,2,1916.902051835118,1793.2378642864733,39.681930444619674,1
5153,West Ham United,Chelsea,2015,2,2,1793.2378642864733,1916.902051835118,39.681930444619674,-1
5154,Everton,Arsenal,2015,0,2,1810.4207943576912,1922.6246732433863,39.681930444619674,1
5155,Arsenal,Everton,2015,2,0,1922.6246732433863,1810.4207943576912,39.681930444619674,-1
5156,West Bromwich Albion,Norwich City,2015,0,1,1763.3546716460612,1693.5723467699154,39.681930444619674,1
5157,Norwich City,West Bromwich Albion,2015,1,0,1693.5723467699154,1763.3546716460612,39.681930444619674,-1
5158,Newcastle United,Sunderland,2015,1,1,1688.9552597227946,1702.2745127107216,39.681930444619674,1
5159,Sunderland,Newcastle United,2015,1,1,1702.2745127107216,1688.9552597227946,39.681930444619674,-1
5160,Southampton,Liverpool,2015,3,2,1803.0229746179805,1870.0921422084116,39.681930444619674,1
5161,Liverpool,Southampton,2015,2,3,1870.0921422084116,1803.0229746179805,39.681930444619674,-1
5162,Manchester City,Manchester United,2015,0,1,1926.4689922800287,1892.4687846670536,39.681930444619674,1
5163,Manchester United,Manchester City,2015,1,0,1892.4687846670536,1926.4689922800287,39.681930444619674,-1
5164,Tottenham Hotspur,AFC Bournemouth,2015,3,0,1901.4593011589495,1734.6114062932866,39.681930444619674,1
5165,AFC Bournemouth,Tottenham Hotspur,2015,0,3,1734.6114062932866,1901.4593011589495,39.681930444619674,-1
5166,Liverpool,Tottenham Hotspur,2015,1,1,1862.6508628034283,1904.680386445569,38.37092255675364,1
5167,Tottenham Hotspur,Liverpool,2015,1,1,1904.680386445569,1862.6508628034283,38.37092255675364,-1
5168,West Ham United,Crystal Palace,2015,2,2,1796.261653912493,1715.758242824536,38.37092255675364,1
5169,Crystal Palace,West Ham United,2015,2,2,1715.758242824536,1796.261653912493,38.37092255675364,-1
5170,Sunderland,West Bromwich Albion,2015,0,0,1702.7969622006558,1754.3517369389779,38.37092255675364,1
5171,West Bromwich Albion,Sunderland,2015,0,0,1754.3517369389779,1702.7969622006558,38.37092255675364,-1
5172,Stoke City,Swansea City,2015,2,2,1800.493245142404,1756.2513981564807,38.37092255675364,1
5173,Swansea City,Stoke City,2015,2,2,1756.2513981564807,1800.493245142404,38.37092255675364,-1
5174,Norwich City,Newcastle United,2015,3,2,1702.5752814769987,1688.4328102328604,38.37092255675364,1
5175,Newcastle United,Norwich City,2015,2,3,1688.4328102328604,1702.5752814769987,38.37092255675364,-1
5176,Arsenal,Watford,2015,4,0,1928.1038557387722,1722.4064057261553,38.37092255675364,1
5177,Watford,Arsenal,2015,0,4,1722.4064057261553,1928.1038557387722,38.37092255675364,-1
5178,AFC Bournemouth,Manchester City,2015,0,4,1731.3903210066671,1918.1289133253888,38.37092255675364,1
5179,Manchester City,AFC Bournemouth,2015,4,0,1918.1289133253888,1731.3903210066671,38.37092255675364,-1
5180,Aston Villa,Chelsea,2015,0,4,1644.4865396916794,1913.8782622090982,38.37092255675364,1
5181,Chelsea,Aston Villa,2015,4,0,1913.8782622090982,1644.4865396916794,38.37092255675364,-1
5182,Manchester United,Everton,2015,1,0,1900.8088636216935,1804.9416118623053,38.37092255675364,1
5183,Everton,Manchester United,2015,0,1,1804.9416118623053,1900.8088636216935,38.37092255675364,-1
5184,Leicester City,Southampton,2015,1,0,1846.014376056221,1810.4642540229638,38.37092255675364,1
5185,Southampton,Leicester City,2015,0,1,1810.4642540229638,1846.014376056221,38.37092255675364,-1
5186,Manchester City,West Bromwich Albion,2015,2,1,1922.2484743181262,1754.0900867223684,39.813469748586144,1
5187,West Bromwich Albion,Manchester City,2015,1,2,1754.0900867223684,1922.2484743181262,39.813469748586144,-1
5188,Watford,Everton,2015,1,1,1719.6879603140696,1800.5832463731701,39.813469748586144,1
5189,Everton,Watford,2015,1,1,1800.5832463731701,1719.6879603140696,39.813469748586144,-1
5190,Swansea City,Chelsea,2015,1,0,1757.8615091291429,1916.764392566926,39.813469748586144,1
5191,Chelsea,Swansea City,2015,0,1,1916.764392566926,1757.8615091291429,39.813469748586144,-1
5192,Southampton,Newcastle United,2015,3,1,1805.0116534373196,1682.5690291435023,39.813469748586144,1
5193,Newcastle United,Southampton,2015,1,3,1682.5690291435023,1805.0116534373196,39.813469748586144,-1
5194,Crystal Palace,Norwich City,2015,1,0,1718.0305996643856,1708.4390625663568,39.813469748586144,1
5195,Norwich City,Crystal Palace,2015,0,1,1708.4390625663568,1718.0305996643856,39.813469748586144,-1
5196,Aston Villa,AFC Bournemouth,2015,1,2,1641.6004093338515,1727.2707600139297,39.813469748586144,1
5197,AFC Bournemouth,Aston Villa,2015,2,1,1727.2707600139297,1641.6004093338515,39.813469748586144,-1
5198,West Ham United,Arsenal,2015,3,3,1793.9892970726435,1930.8223011508578,39.813469748586144,1
5199,Arsenal,West Ham United,2015,3,3,1930.8223011508578,1793.9892970726435,39.813469748586144,-1
5200,Sunderland,Leicester City,2015,0,2,1703.0586124172653,1851.4669766418651,39.813469748586144,1
5201,Leicester City,Sunderland,2015,2,0,1851.4669766418651,1703.0586124172653,39.813469748586144,-1
5202,Tottenham Hotspur,Manchester United,2015,3,0,1904.607744718851,1905.1672291108287,39.813469748586144,1
5203,Manchester United,Tottenham Hotspur,2015,0,3,1905.1672291108287,1904.607744718851,39.813469748586144,-1
5204,Liverpool,Stoke City,2015,4,1,1862.723504530146,1798.8831341697419,39.813469748586144,1
5205,Stoke City,Liverpool,2015,1,4,1798.8831341697419,1862.723504530146,39.813469748586144,-1
5206,Crystal Palace,Everton,2015,0,0,1723.954790907578,1799.7713149480269,39.813469748586144,1
5207,Everton,Crystal Palace,2015,0,0,1799.7713149480269,1723.954790907578,39.813469748586144,-1
5208,Chelsea,Manchester City,2015,0,3,1907.5896215515106,1925.4491090147185,39.96953352814951,1
5209,Manchester City,Chelsea,2015,3,0,1925.4491090147185,1907.5896215515106,39.96953352814951,-1
5210,West Bromwich Albion,Watford,2015,0,1,1750.889452025776,1720.499891739213,39.96953352814951,1
5211,Watford,West Bromwich Albion,2015,1,0,1720.499891739213,1750.889452025776,39.96953352814951,-1
5212,Newcastle United,Swansea City,2015,3,0,1678.6767019178892,1767.0362801445583,39.96953352814951,1
5213,Swansea City,Newcastle United,2015,0,3,1767.0362801445583,1678.6767019178892,39.96953352814951,-1
5214,Manchester United,Aston Villa,2015,1,0,1899.0447406738606,1635.6070754880275,39.96953352814951,1
5215,Aston Villa,Manchester United,2015,0,1,1635.6070754880275,1899.0447406738606,39.96953352814951,-1
5216,Everton,Southampton,2015,1,1,1799.0589937444308,1808.9039806629328,39.96953352814951,1
5217,Southampton,Everton,2015,1,1,1808.9039806629328,1799.0589937444308,39.96953352814951,-1
5218,Norwich City,Sunderland,2015,0,3,1702.5148713231645,1698.2486640660386,39.96953352814951,1
5219,Sunderland,Norwich City,2015,3,0,1698.2486640660386,1702.5148713231645,39.96953352814951,-1
5220,Arsenal,Crystal Palace,2015,1,1,1928.944459712108,1724.667112111174,39.96953352814951,1
5221,Crystal Palace,Arsenal,2015,1,1,1724.667112111174,1928.944459712108,39.96953352814951,-1
5222,Leicester City,West Ham United,2015,2,2,1856.2769249930918,1795.8671385113933,39.96953352814951,1
